Vehicle ID,Violation Status,Violation Type,Bus Route ID,Violation Latitude,Violation Longitude,Violation Georeference,period
813f086bbc0033f68961042c6b0e29ff5ca341d2a15d5ab789e69c0db9e59761,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.750817,-73.990182,POINT (-73.990182 40.750817),before
14ebb0991219722b0a08fee160aae6b6459c14c5f91db1c77cb2674740215425,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.750785,-73.990104,POINT (-73.990104 40.750785),before
e0eb0957230420992eb3d403286a1c29b6fa5cc5e55a21338c9340b46e50aad1,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.737209,-73.979337,POINT (-73.979337 40.737209),before
af92d649e6820d5fcd2d8b84ba7c948e1cb86d982aba054d327084fbfedf8106,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.741054,-73.978681,POINT (-73.978681 40.741054),before
bb61c299e06b0ac07702ae9119b72f59e992f035136aea497d281e43530d3434,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.750827,-73.990218,POINT (-73.990218 40.750827),before
fdf04e67bde2641e0abe0f8b66e6c11089142dab8baf6ead09ab915bbd67d8ed,VIOLATION ISSUED,MOBILE BUS STOP,M79+,40.782963,-73.97774,POINT (-73.97774 40.782963),before
f0e869c9aa256a0237ef0af0e1b58bed7a2c5eb710dba95a1e8e9ed729907612,VIOLATION ISSUED,MOBILE BUS STOP,M79+,40.776128,-73.961573,POINT (-73.961573 40.776128),before
7c2e768f23db6c9d3237ba454d2548eb5b60c6301ec6380da884dabce7fd156e,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.742775,-73.977383,POINT (-73.977383 40.742775),before
c8efaa7307b66feea0f71e8412ffca08452eb02be1ae7bac9b82cbf7044bb588,VIOLATION ISSUED,MOBILE BUS STOP,M79+,40.773173,-73.954672,POINT (-73.954672 40.773173),before
b402371a795fdfbc1da8e0d0472224de61d307f59933cc93ad95c3167d1cf952,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.739144,-73.980025,POINT (-73.980025 40.739144),before
ae08269426ea2beb3598526f13509c427b0a1c895ae22fefb7a20f56ccecde10,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.745551,-73.977725,POINT (-73.977725 40.745551),before
075b0c342e83676d86318951fee461794584ee3ba964269437c6d3b2e94e901c,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.772123,-73.952094,POINT (-73.952094 40.772123),before
d2e76d07aef27f7490cb6e44cd382aa09ef3ba39800902c25c5ac466c41b490b,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.7822,-73.97608,POINT (-73.97608 40.7822),before
2b46e60e962e2967d5dd9b42e5edbfaf86aaa765adea298ae827fc2bf8badb74,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.773926,-73.956437,POINT (-73.956437 40.773926),before
522fac127f1d8c0fcc86a622c1d18380e0156d2d4138afb97dbae2e20986a8eb,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.782648,-73.973223,POINT (-73.973223 40.782648),before
10840a836385e06a7a2a1de35ee14bb34708ab575671b7a33675a6667b6c8e49,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.782513,-73.976754,POINT (-73.976754 40.782513),before
6fbb48ee0f0b0a4bd62f828c49361883adcde940ea91442defb820498d38e7a7,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.783775,-73.979738,POINT (-73.979738 40.783775),before
3617779a6df5d18907cdff1e54ae44357924eed24f5cd3c2fcb2a1ad5e69221b,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.77455,-73.957857,POINT (-73.957857 40.77455),before
4e96836aeff7176db8e5b1d2e821d863a9b7a71301326557a0a2bbb4025240aa,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.782166,-73.97601,POINT (-73.97601 40.782166),before
a5e9edc498f5e2547fefe17f76c5caa4b295065af7b8187c151443dcd9159f30,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.750812,-73.990236,POINT (-73.990236 40.750812),before
01f3d8ad1282987ceaf8f857de38e1a92f32d24251ce46a7c95076a53930e0c8,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.750881,-73.990293,POINT (-73.990293 40.750881),before
9393c8cc26a4b24a1c39cae4bf659e6b013318f8ae89779d6358013ad3e1343e,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.737243,-73.979342,POINT (-73.979342 40.737243),before
73791c3e0be537ecc6e29c7ef616c97e1a1482a493dc2e3e50ed23cae9e34d33,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.750794,-73.990152,POINT (-73.990152 40.750794),before
a5426d427e5b012b865b78a7d10a72b750f4d9944107aad7cd9d6204091abf59,VIOLATION ISSUED,MOBILE BUS STOP,M79+,40.776879,-73.963488,POINT (-73.963488 40.776879),before
d50d864a6f4e086c0342a5fc10852b4e34589ce98f12b4594a672c8ef2202213,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.784561,-73.981017,POINT (-73.981017 40.784561),before
e61bc5ec14d4fd1da91d9c53eeb93cbf42299c056fac8d7e6486b87454e9f6df,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.75173,-73.992209,POINT (-73.992209 40.75173),before
8997a23a1db89c6dfd5108a68cf46962847ce773ba94cdf35e3d7ef715d9c109,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.78356,-73.979244,POINT (-73.979244 40.78356),before
879da6a77acb44f12064f889dcf51d9b8fcfda047546a5c2e498370c0aabda78,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.783567,-73.979332,POINT (-73.979332 40.783567),before
c1964bd94470f1553043a7dd6a30362568395ea872fe7d1e7f1b491a28e93a58,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.776452,-73.962415,POINT (-73.962415 40.776452),before
10c076f96384f1d65f225746494d0ba4decac688f24e791faed199fb593407a4,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.73718,-73.979306,POINT (-73.979306 40.73718),before
e3bc090b5fd63801401a8d6c32d8281326c72ddfb2023c7b3e7a2398a284c609,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.737125,-73.979211,POINT (-73.979211 40.737125),before
adedc2fba1acb5e46b4c10364da42ac86cf005cc5663497dccb26d84d1349534,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.751722,-73.992315,POINT (-73.992315 40.751722),before
31dcaac10a67a3c1f0988e404e24d8a4caa6370153445ec47a18904e8f4d02bc,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.783725,-73.979685,POINT (-73.979685 40.783725),before
7fd134f703a719daf67f7b2fa95aac0cd0611a3dcc77f0ceeb3639d0f838e0bc,VIOLATION ISSUED,MOBILE BUS STOP,M79+,40.773103,-73.954611,POINT (-73.954611 40.773103),before
0efc23663e3eca890940814558423eccc950fe7b316076c1c1d0b285e91f5668,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.774003,-73.956664,POINT (-73.956664 40.774003),before
f11eac99e0d9871528be6f1b0d2cb66b8bfa810235111b0c5461d44c04e6af1c,VIOLATION ISSUED,MOBILE BUS STOP,M79+,40.782249,-73.9721,POINT (-73.9721 40.782249),before
bad5e050b81d04f59673f9cf6886bf75776e7cdd3004242e5e520d6d6b551edc,VIOLATION ISSUED,MOBILE BUS STOP,M79+,40.776156,-73.961641,POINT (-73.961641 40.776156),before
a7e0b220c375e82fa3412309269c2a99677686910398dbd9a0c113bebc4c324e,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.784238,-73.976694,POINT (-73.976694 40.784238),before
a1e1e22cffc106f4a6cb5d91a262305f868ea3efe09447efe0b68b4db49da4c0,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.787674,-73.978745,POINT (-73.978745 40.787674),before
b4c98b7733fda7f190d8ba95b07dc6faff6c7ced6cf840e63fb856a384030b3b,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.782322,-73.972361,POINT (-73.972361 40.782322),before
d15134a920978f8f272832bcda909dcb06aa05b4014ab4947ad2ab4ff5932ba4,VIOLATION ISSUED,MOBILE BUS STOP,M79+,40.788467,-73.981109,POINT (-73.981109 40.788467),before
f39ee6a5a33d14331f4d70790c83e9f34a256e254f1e3a14b8486645a6df0006,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.750797,-73.990101,POINT (-73.990101 40.750797),before
bad5e050b81d04f59673f9cf6886bf75776e7cdd3004242e5e520d6d6b551edc,VIOLATION ISSUED,MOBILE BUS STOP,M79+,40.776165,-73.961627,POINT (-73.961627 40.776165),before
87b5a9726221c5a38bca9e610125f3971a26cd82dbd8f7513cbe62fafe0de780,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.771911,-73.951564,POINT (-73.951564 40.771911),before
048d44df8b1bc04ecc70849bdf3468b2b5eb21b65963d07612e03ee8cf8ebb25,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.785114,-73.980596,POINT (-73.980596 40.785114),before
9248e120c76986b055088c5aee564a6412e7ad3febefd6c6575b1d9a8ac7cbbe,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.784132,-73.976457,POINT (-73.976457 40.784132),before
45b673497457eb95c6c62a9b24456a75b0db1177f4a709d2ee991218dfa893fc,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M34+,40.73745,-73.97992,POINT (-73.97992 40.73745),before
cc04ca58bf768b4f59b7f981d51a56d9556769f3477a3daa0a57fa7c6aeae4af,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.782896,-73.977633,POINT (-73.977633 40.782896),before
43da505d0249ea91276a75039c0ce9688b633003f1eff694aeb00881e788ac0f,VIOLATION ISSUED,MOBILE BUS STOP,M79+,40.782138,-73.971861,POINT (-73.971861 40.782138),before
33c05b88792635cd16e4544dde6dd5c20d0697e141f5ab1c684ec1d7fe6a1b36,VIOLATION ISSUED,MOBILE BUS STOP,M79+,40.776897,-73.963527,POINT (-73.963527 40.776897),before
d15134a920978f8f272832bcda909dcb06aa05b4014ab4947ad2ab4ff5932ba4,VIOLATION ISSUED,MOBILE BUS STOP,M79+,40.788454,-73.981121,POINT (-73.981121 40.788454),before
ee997409f2b9e9bb5dfd44aa10be20b532e310e710e0057e5a805dc19c409164,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.7372,-73.979361,POINT (-73.979361 40.7372),before
84314bcda19b593ffafcf900ecd7072322fbc108e93c0c29c5aef6a83e87abd2,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.739157,-73.980044,POINT (-73.980044 40.739157),before
7618a79a60009fdbdf6b063b99987fa7e2ef31ac9cae1eb3c441cf8c49848890,VIOLATION ISSUED,MOBILE BUS STOP,M79+,40.776917,-73.963564,POINT (-73.963564 40.776917),before
4a46b770dc197426cc64a889c8b129dad2c1be32081dff54508d5b14682492e2,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.74375,-73.976758,POINT (-73.976758 40.74375),before
9f926deb9a7ce3af2170f803357e02780e1d424b9c856190458767e6bc06a2bc,VIOLATION ISSUED,MOBILE BUS STOP,M79+,40.782174,-73.971956,POINT (-73.971956 40.782174),before
a7b2410578801fd77dbf4b6a41132d34928028e9841d9528e46a0d6a9890b8ad,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.789034,-73.978097,POINT (-73.978097 40.789034),before
44e37cbadcc24ed29de461041b8f239e55902d1720f3ea7c714cb4b2c451881b,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.782673,-73.973233,POINT (-73.973233 40.782673),before
3c129c1e0e5e7f879b47f935b19c08aace02a381ca69d5718d9ba4f3067f65ef,VIOLATION ISSUED,MOBILE BUS STOP,M79+,40.776132,-73.961657,POINT (-73.961657 40.776132),before
a00f0ab1df8de4c7835089a02e3a72980257c887d7853ddc47dfd7f1c06dca06,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.771054,-73.949551,POINT (-73.949551 40.771054),before
46d36d58a4c31bdc206a71f4c75a9a95abfa369cea7ffb7092192008aa26a64f,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.77652,-73.962659,POINT (-73.962659 40.77652),before
a8b381b985384cf72ace077e39a540a106e0a0287e642b73c7ed13daf97f1f95,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M34+,40.736425,-73.977426,POINT (-73.977426 40.736425),before
55b645b352a085cb78bd3d8491358ad3b3ea081e793a5cc6cce188878ea135aa,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.773782,-73.956347,POINT (-73.956347 40.773782),before
b2910f10dbb8c1b2684100a4443eaf68812a8c4af8e8eaee7dad7972366f6017,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.789108,-73.978244,POINT (-73.978244 40.789108),before
d5ad393dfac2e5f0475792db7adf481b28e558d41c784729bc6675650d0d01ab,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.785841,-73.980045,POINT (-73.980045 40.785841),before
29cd9143be914c43c33d8048363d0f91318138c27329cf3abfe2330bb1348951,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.773724,-73.956137,POINT (-73.956137 40.773724),before
17582a84e27200de3b5a6c39881dbb4b8eb6dc896962526113b275fad308be80,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.789147,-73.978467,POINT (-73.978467 40.789147),before
07a75b3c8aaa8e13dc00c63404d0e4ac2137517a49d5ac4121058cbdb9ac40a4,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.782401,-73.976549,POINT (-73.976549 40.782401),before
68c92f7f5399a27768ff0f733b23201172622d0127a77466b69ef35e6539c6c3,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.782859,-73.977622,POINT (-73.977622 40.782859),before
adbc37b3dc89227cbb5df7a030f175c58bc5d8f93113f1b76794ce52f7717fef,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.789012,-73.978057,POINT (-73.978057 40.789012),before
bb8e3c58213b11a3e7ce6118976bcec940a301acecf3fc64e06a3b76e655f939,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M34+,40.736578,-73.977763,POINT (-73.977763 40.736578),before
7d7511378383f47e441fcfc73618ab6843cb5db33728e3f40979a088e1fc20d3,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M34+,40.736659,-73.978,POINT (-73.978 40.736659),before
9f266681484b37033bf6b7ad676a061cc9cdc31656f1e4cb7b0cc05baffe65dd,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.771081,-73.949711,POINT (-73.949711 40.771081),before
c4c7c4c5cb3c5172ea1d4d45374b535893814961f19766fb98f5213d782eca4f,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.783563,-73.978012,POINT (-73.978012 40.783563),before
dfde5b47bff5c8426a1e809f5b2172f04202ebe2b743ff55e4123de0dce5480a,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.775351,-73.959827,POINT (-73.959827 40.775351),before
1755bd746ae960175e75fadd1cdb5fa6d3ae9290d9d5a342c8feb4b94bba6d65,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.782667,-73.977156,POINT (-73.977156 40.782667),before
f06eb5d2a90adecace981d9a2cf276785bbe1d4a670006447d09e8080d775021,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.776469,-73.96252,POINT (-73.96252 40.776469),before
4f269dcaf28f1493a651242340c581eabff9c855ab316c97952fc92c8132a6cf,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.782172,-73.976017,POINT (-73.976017 40.782172),before
0590e0d87a18fe3d468dd63b4a8bc8a2fe59ded92e38eedcd2483a854b8debce,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.744094,-73.976431,POINT (-73.976431 40.744094),before
b4bf4959a98e6a727298e6e084cbf61788bf7c4c1a9dae3e7f0089c9bf70fbc2,VIOLATION ISSUED,MOBILE BUS STOP,M79+,40.784612,-73.981885,POINT (-73.981885 40.784612),before
3393839c0d01c4e09c415b85f592ff65fdff22cfd4193654791d5b4187894674,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.750802,-73.990209,POINT (-73.990209 40.750802),before
de40555a7f63e9ffb4d5049bdd4fa7a04b4e08096e0deeac7016707cc69a316a,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.750801,-73.990126,POINT (-73.990126 40.750801),before
c00313d4f0f966e71b6e82e8876d9a9f3750eae0a0a81bcae5b7e24271786e1c,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.750696,-73.989934,POINT (-73.989934 40.750696),before
c3e9479bc899c64746668a1b5a9e5ad9fa2d6191754fe10b1d49875974184818,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.742772,-73.977419,POINT (-73.977419 40.742772),before
3dd822659876a8ab53c072ed4e2c9239e420bf40288bcf3959ea71ada2d1d55b,VIOLATION ISSUED,MOBILE BUS STOP,M79+,40.776168,-73.961616,POINT (-73.961616 40.776168),before
b172aae1013668ecfd95ab58547ee0021bdf281b3be249b5969e984619b104ae,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.789426,-73.979106,POINT (-73.979106 40.789426),before
e75d094163a9c365375c544b2fa3a345c206010ae6ffba3c579779a239132c37,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.737156,-73.979229,POINT (-73.979229 40.737156),before
8e0ba00d5cfd5478c464a17cc7afed97a8ccfb4d64d6e99da00792305f77bf28,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.782641,-73.977066,POINT (-73.977066 40.782641),before
ea70455ce1f643853adb0c799c3cf3af926230520fe757cdefe6ad6bb48e06e8,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.783659,-73.975416,POINT (-73.975416 40.783659),before
a5e9edc498f5e2547fefe17f76c5caa4b295065af7b8187c151443dcd9159f30,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.750765,-73.990154,POINT (-73.990154 40.750765),before
e21693c35ea555061083e3b81c64a7d9abefe0ca1d3d218ce938759ae4ac9d74,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.741409,-73.978371,POINT (-73.978371 40.741409),before
1608e7b75f58ec4e98a0ff4edc7b0315776a1288080367257c1271fd9acf0162,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.750746,-73.990014,POINT (-73.990014 40.750746),before
b61131418c17b1e173cd9812db04d0d89c9a349feb603325946e42da7a7ef899,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.75086,-73.990463,POINT (-73.990463 40.75086),before
b2d0b5df1939dbdd48288774884060909cc8f363391b30bb8482b36cba2db172,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.74407,-73.976463,POINT (-73.976463 40.74407),before
389864c29d13d6c5358af16e18434b537a344cab1817ef037b7a3872e5aeb478,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.741448,-73.978388,POINT (-73.978388 40.741448),before
f0ede0566ed8737f53aba1e8d009e3cfdbafa1ce03178ef1c0471c9b2834a1cc,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.750691,-73.989887,POINT (-73.989887 40.750691),before
0ef2d434d942fc9ec0a4bde121f7ef79d30523d99f4f65ade600c0533399694e,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.740964,-73.97876,POINT (-73.97876 40.740964),before
2d9b3eac548a091c4babf19beaf80a08019200296c100047747be0e4b0d4137c,VIOLATION ISSUED,MOBILE BUS STOP,M79+,40.785363,-73.982272,POINT (-73.982272 40.785363),before
4a5c121ccaf7161ce704d011892eb58cb9ed634fef3353c23740265cc2dba12f,VIOLATION ISSUED,MOBILE BUS STOP,M79+,40.771667,-73.948889,POINT (-73.948889 40.771667),before
4a43df98cf9d91ab7b44726cda200e6582c6f1df79354bbdb6a33d43374d140a,VIOLATION ISSUED,MOBILE BUS STOP,M79+,40.782996,-73.97778,POINT (-73.97778 40.782996),before
f3d897f2e99881663e1543a313d2b794fbb406617691f1741eafa13b47e8e0c2,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.774621,-73.958135,POINT (-73.958135 40.774621),before
fb08c376130205685faf926e367400da8f712b0dd9a8e5bb5953f33cf50c83c4,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.789704,-73.979781,POINT (-73.979781 40.789704),before
f5bbac95d632bbed34b1b3095d3242d4385b11e12123f22ea27b61f0a9245152,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.742603,-73.977511,POINT (-73.977511 40.742603),before
c90115fe49e60127b9734645f296f794ad51bccfecc2a3c91f28a9d242c8cd25,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.750766,-73.990203,POINT (-73.990203 40.750766),before
c45356d1747437429099c69660826c6c2d8be755d87c3d7e490fc3ab879393e6,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.773814,-73.956228,POINT (-73.956228 40.773814),before
cc2267d96c9dcf16ad386e2aeb4e2c6d6049102e35bd1578da74b5c21e85e4ff,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.772811,-73.953872,POINT (-73.953872 40.772811),before
92eeb93922e2d787c4087a057b5454429e4e90a5b7e7200dc8437a2818b2cfcd,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.772123,-73.952097,POINT (-73.952097 40.772123),before
006dae7af69643f28f39a64956d628e6e4f158189321307b5797127590897a21,VIOLATION ISSUED,MOBILE BUS LANE,M34+,40.746738,-73.980515,POINT (-73.980515 40.746738),before
31103003fb17dd55d15a4d004076934a41609fa5274087a0fa135bd1306281c0,VIOLATION ISSUED,MOBILE BUS LANE,M34+,40.746669,-73.980345,POINT (-73.980345 40.746669),before
006dae7af69643f28f39a64956d628e6e4f158189321307b5797127590897a21,VIOLATION ISSUED,MOBILE BUS LANE,M34+,40.74674,-73.980527,POINT (-73.980527 40.74674),before
ca3f57608ef6a9820d1588527f65b8bc3c0241ce85cf3b01ac8833f65a47bd4c,VIOLATION ISSUED,MOBILE BUS LANE,M34+,40.748617,-73.985247,POINT (-73.985247 40.748617),before
84a46072a2de3c5584eb221889aaa7f002a7d80cc1cabe12a94730d6deded98e,VIOLATION ISSUED,MOBILE BUS LANE,M34+,40.750615,-73.98986,POINT (-73.98986 40.750615),before
57185970ee2e543e661487e64c3363d2ea3209834b15f9dfb01d727c63bb3b14,VIOLATION ISSUED,MOBILE BUS LANE,M34+,40.750569,-73.989686,POINT (-73.989686 40.750569),before
a4521c8fae255e2245d2052ecae5e9cf5e46ab2590a850fd397095ad6f6ffbad,VIOLATION ISSUED,MOBILE BUS LANE,M34+,40.751435,-73.99181,POINT (-73.99181 40.751435),before
006dae7af69643f28f39a64956d628e6e4f158189321307b5797127590897a21,VIOLATION ISSUED,MOBILE BUS LANE,M34+,40.746679,-73.980486,POINT (-73.980486 40.746679),before
006dae7af69643f28f39a64956d628e6e4f158189321307b5797127590897a21,VIOLATION ISSUED,MOBILE BUS LANE,M34+,40.746732,-73.980427,POINT (-73.980427 40.746732),before
37f7f5e5ac7f02ff46ed14437c2d693a16c4c6b2df0b6a30714c5dd7b69b7d8f,VIOLATION ISSUED,MOBILE BUS LANE,M34+,40.751531,-73.991923,POINT (-73.991923 40.751531),before
a1fc632e1977e705279d36e80140fd808fe67fefdd12c710ac8c2c6086afd5b1,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.772825,-73.9537,POINT (-73.9537 40.772825),before
0e7e1d39981ee4bd2cbb4b9785bcc5248a7a055990b47fd224ae04938c1619c1,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.77373,-73.95587,POINT (-73.95587 40.77373),before
de7357d611a375ab71f31ba70e5d51e9ff1f829e6b88efd5ef443be14d19a226,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.774665,-73.957989,POINT (-73.957989 40.774665),before
b0a9b5e1c6fea1512b98b3280543d41bed14e58096e4a221ca0c1553c653770d,VIOLATION ISSUED,MOBILE BUS LANE,M34+,40.752659,-73.994661,POINT (-73.994661 40.752659),before
0c4adadf07b0171f394ff5ef11620640402da42ed18d360eb295087fdee81828,VIOLATION ISSUED,MOBILE BUS LANE,M34+,40.751834,-73.992592,POINT (-73.992592 40.751834),before
4c8e5086a045c554454596a5e022e07ca0f9f178c3ea71da02d3e303a4987b3b,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.789542,-73.979606,POINT (-73.979606 40.789542),before
4d3811caf042ed9b4f2ac7d6f937cd8773717dea9bedef439caf1e877ae6a061,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.789496,-73.979489,POINT (-73.979489 40.789496),before
4042dd1e29f85aa01ea6ece076d9a37126ae2242cb20e7fff691f5447b1a7e11,VIOLATION ISSUED,MOBILE DOUBLE PARKED,M79+,40.789161,-73.978613,POINT (-73.978613 40.789161),before
706a3270379725309d3f3c3fc84d14beadc397444044e5c519e7d50831a8ccf8,VIOLATION ISSUED,MOBILE BUS LANE,M34+,40.748054,-73.983668,POINT (-73.983668 40.748054),before
53a8c61d937a82896514aaab540908f142fd96585ea316c1f0cc3da63c0f0965,VIOLATION ISSUED,MOBILE BUS LANE,M34+,40.747366,-73.982152,POINT (-73.982152 40.747366),before
79f9e22e488ef7bdfe5805080a30fb12b2abedab7c2b865451b40b952634743c,VIOLATION ISSUED,MOBILE BUS LANE,M34+,40.74807,-73.983784,POINT (-73.983784 40.74807),before
008d697db450763e1c93f5b7a6266f94ff2af3b83c172c47b389560536bdcb9d,VIOLATION ISSUED,MOBILE BUS LANE,M79+,40.773006,-73.954272,POINT (-73.954272 40.773006),before
083a3a78b66ff6cbc6d55ceeb30d5a850089b4a9a99ab6994ba39f428c854157,VIOLATION ISSUED,MOBILE BUS LANE,M79+,40.773091,-73.954474,POINT (-73.954474 40.773091),before
e0bdd3d3dab7a88c299217c0eef33d77ac3ebfd18b08b3ca0edf91fe240faaeb,VIOLATION ISSUED,MOBILE BUS LANE,M79+,40.774016,-73.956899,POINT (-73.956899 40.774016),before
c97d07bd6e7c1756a5160064e8fcf1ecd83f2d41edbb3cb5e9385550401b80c7,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.74414,-73.976453,POINT (-73.976453 40.74414),before
ee0fb7d1282c5081714604830bd0191962a363877785225cb2255d9f3170bc38,VIOLATION ISSUED,MOBILE BUS LANE,M79+,40.772526,-73.95317,POINT (-73.95317 40.772526),before
4d1b1efadc11725cedaca01f1e68984f392ad60b8c71b6971ee1c4d58654e6a6,VIOLATION ISSUED,MOBILE BUS LANE,M79+,40.774064,-73.956906,POINT (-73.956906 40.774064),before
9b2bc1ecc35d34d714aa26c90be46e2791cf7725802bf61ff14aa6f22332623c,VIOLATION ISSUED,MOBILE BUS LANE,M79+,40.774761,-73.958393,POINT (-73.958393 40.774761),before
32ebc10fb25c89d0944d349fb4b9843d068a29a006559c56648b3ed558b1a409,VIOLATION ISSUED,MOBILE BUS STOP,M34+,40.743784,-73.976674,POINT (-73.976674 40.743784),before
c2c81148e53fd626b468b4e600f98c1e7e2f26e838992a6c5e5f64132016240e,VIOLATION ISSUED,MOBILE BUS LANE,M34+,40.752387,-73.994013,POINT (-73.994013 40.752387),before
d5522538fbffe69ad3be9a1dcaa2888032f317de0e5198be503283deecf9243f,VIOLATION ISSUED,MOBILE BUS LANE,M34+,40.750259,-73.988838,POINT (-73.988838 40.750259),before
baf135e22f48a406a68be240521e13db27eebc9807944bff263f7e70adeb999d,VIOLATION ISSUED,MOBILE BUS LANE,M79+,40.772611,-73.953401,POINT (-73.953401 40.772611),before
